t_ms,x_mm,y_mm,heading_deg,v_mm_s,omega_rad_s,pwmL,pwmR
374,2062.973833399332,500.0,0.0,976.2607234479606,0.0,2000,2000
375,2063.950104820513,500.0,0.0,976.2714211811007,0.0,2000,2000
376,2064.9263867275977,500.0,0.0,976.2819070849321,0.0,2000,2000
377,2065.9026789129516,500.0,0.0,976.292185353956,0.0,2000,2000
378,2066.878981173051,500.0,0.0,976.3022600996171,0.0,2000,2000
379,2067.8552933084034,500.0,0.0,976.3121353519481,0.0,2000,2000
380,2068.8316151234644,500.0,0.0,976.3218150611815,0.0,2000,2000
381,2069.807946426564,500.0,0.0,976.3313030993301,0.0,2000,2000
382,2070.7842870298255,500.0,0.0,976.3406032617355,0.0,2000,2000
383,2071.760636749094,500.0,0.0,976.3497192685869,0.0,2000,2000
384,2072.7369954038604,500.0,0.0,976.3586547664084,0.0,2000,2000
385,2073.71336281719,500.0,0.0,976.3674133295185,0.0,2000,2000
386,2074.6897388156517,500.0,0.0,976.3759984614591,0.0,2000,2000
387,2075.666123229248,500.0,0.0,976.3844135963974,0.0,2000,2000
388,2076.6425158913485,500.0,0.0,976.3926621004996,0.0,2000,2000
389,2077.6189166386216,500.0,0.0,976.4007472732774,0.0,2000,2000
390,2078.5953253109706,500.0,0.0,976.4086723489075,0.0,2000,2000
391,2079.571741751468,500.0,0.0,976.4164404975261,0.0,2000,2000
392,2080.5481658062945,500.0,0.0,976.4240548264961,0.0,2000,2000
393,2081.524597324676,500.0,0.0,976.4315183816506,0.0,2000,2000
394,2082.5010361588247,500.0,0.0,976.4388341485112,0.0,2000,2000
395,2083.477482163878,500.0,0.0,976.4460050534822,0.0,2000,2000
396,2084.453935197843,500.0,0.0,976.4530339650212,0.0,2000,2000
397,2085.4303951215375,500.0,0.0,976.4599236947864,0.0,2000,2000
398,2086.4068617985363,500.0,0.0,976.4666769987618,0.0,2000,2000
399,2087.3833350951145,500.0,0.0,976.4732965783589,0.0,2000,2000
400,2088.359814880196,500.0,0.0,976.4797850814979,0.0,2000,2000
401,2089.3363010252997,500.0,0.0,976.4861451036664,0.0,2000,2000
402,2090.3127934044887,500.0,0.0,976.4923791889582,0.0,2000,2000
403,2091.28929189432,500.0,0.0,976.4984898310905,0.0,2000,2000
404,2092.2657963737943,500.0,0.0,976.5044794744016,0.0,2000,2000
405,2093.242306724309,500.0,0.0,976.5103505148287,0.0,2000,2000
406,2094.21882282961,500.0,0.0,976.5161053008663,0.0,2000,2000
407,2095.1953445757445,500.0,0.0,976.5217461345055,0.0,2000,2000
408,2096.1718718510165,500.0,0.0,976.5272752721551,0.0,2000,2000
409,2097.148404545942,500.0,0.0,976.5326949255436,0.0,2000,2000
410,2098.1249425532046,500.0,0.0,976.5380072626049,0.0,2000,2000
411,2099.1014857676128,500.0,0.0,976.5432144083445,0.0,2000,2000
412,2100.0780340860583,500.0,0.0,976.5483184456903,0.0,2000,2000
413,2101.0545874074746,500.0,0.0,976.553321416325,0.0,2000,2000
414,2102.0311456327963,500.0,0.0,976.5582253215039,0.0,2000,2000
415,2103.0077086649194,500.0,0.0,976.5630321228541,0.0,2000,2000
416,2103.9842764086625,500.0,0.0,976.5677437431605,0.0,2000,2000
417,2104.9608487707296,500.0,0.0,976.5723620671339,0.0,2000,2000
418,2105.9374256596716,500.0,0.0,976.5768889421655,0.0,2000,2000
419,2106.914006985851,500.0,0.0,976.5813261790657,0.0,2000,2000
420,2107.890592661404,500.0,0.0,976.5856755527885,0.0,2000,2000
421,2108.867182600207,500.0,0.0,976.5899388031413,0.0,2000,2000
422,2109.8437767178425,500.0,0.0,976.5941176354811,0.0,2000,2000
423,2110.820374931564,500.0,0.0,976.5982137213965,0.0,2000,2000
424,2111.7969771602634,500.0,0.0,976.6022286993766,0.0,2000,2000
425,2112.7735833244387,500.0,0.0,976.606164175466,0.0,2000,2000
426,2113.7501933461626,500.0,0.0,976.6100217239076,0.0,2000,2000
427,2114.7268071490503,500.0,0.0,976.6138028877723,0.0,2000,2000
428,2115.70342465823,500.0,0.0,976.617509179576,0.0,2000,2000
429,2116.6800458003117,500.0,0.0,976.621142081885,0.0,2000,2000
430,2117.6566705033597,500.0,0.0,976.6247030479084,0.0,2000,2000
431,2118.633298696862,500.0,0.0,976.6281935020803,0.0,2000,2000
432,2119.6099303117026,500.0,0.0,976.6316148406288,0.0,2000,2000
433,2120.586565280135,500.0,0.0,976.634968432135,0.0,2000,2000
434,2121.563203535753,500.0,0.0,976.6382556180802,0.0,2000,2000
435,2122.539845013466,500.0,0.0,976.6414777133825,0.0,2000,2000
436,2123.516489649473,500.0,0.0,976.6446360069232,0.0,2000,2000
437,2124.493137381235,500.0,0.0,976.6477317620617,0.0,2000,2000
438,2125.469788147452,500.0,0.0,976.6507662171413,0.0,2000,2000
439,2126.446441888038,500.0,0.0,976.6537405859846,0.0,2000,2000
440,2127.4230985440963,500.0,0.0,976.6566560583786,0.0,2000,2000
441,2128.399758057897,500.0,0.0,976.6595138005514,0.0,2000,2000
442,2129.376420372853,500.0,0.0,976.6623149556377,0.0,2000,2000
443,2130.353085433497,500.0,0.0,976.6650606441372,0.0,2000,2000
444,2131.3297531854614,500.0,0.0,976.6677519643616,0.0,2000,2000
445,2132.306423575454,500.0,0.0,976.670389992875,0.0,2000,2000
446,2133.283096551239,500.0,0.0,976.672975784924,0.0,2000,2000
447,2134.2597720616136,500.0,0.0,976.6755103748599,0.0,2000,2000
448,2135.2364500563904,500.0,0.0,976.6779947765524,0.0,2000,2000
449,2136.213130486374,500.0,0.0,976.6804299837954,0.0,2000,2000
450,2137.189813303345,500.0,0.0,976.6828169707042,0.0,2000,2000
451,2138.166498460037,500.0,0.0,976.6851566921054,0.0,2000,2000
452,2139.143185910121,500.0,0.0,976.6874500839187,0.0,2000,2000
453,2140.1198756081844,500.0,0.0,976.6896980635315,0.0,2000,2000
454,2141.0965675097145,500.0,0.0,976.6919015301656,0.0,2000,2000
455,2142.07326157108,500.0,0.0,976.6940613652371,0.0,2000,2000
456,2143.0499577495125,500.0,0.0,976.6961784327086,0.0,2000,2000
457,2144.026656003092,500.0,0.0,976.6982535794356,0.0,2000,2000
458,2145.0033562907274,500.0,0.0,976.7002876355042,0.0,2000,2000
459,2145.980058572142,500.0,0.0,976.7022814145641,0.0,2000,2000
460,2146.956762807856,500.0,0.0,976.7042357141536,0.0,2000,2000
461,2147.9334689591724,500.0,0.0,976.7061513160183,0.0,2000,2000
462,2148.910176988159,500.0,0.0,976.7080289864248,0.0,2000,2000
463,2149.8868868576355,500.0,0.0,976.7098694764661,0.0,2000,2000
464,2150.863598531158,500.0,0.0,976.7116735223628,0.0,2000,2000
465,2151.8403119730037,500.0,0.0,976.7134418457574,0.0,2000,2000
466,2152.8170271481576,500.0,0.0,976.7151751540027,0.0,2000,2000
467,2153.793744022298,500.0,0.0,976.7168741404453,0.0,2000,2000
468,2154.770462561783,500.0,0.0,976.7185394847022,0.0,2000,2000
469,2155.747182733636,500.0,0.0,976.7201718529334,0.0,2000,2000
470,2156.723904505534,500.0,0.0,976.7217718981079,0.0,2000,2000
471,2157.7006278457943,500.0,0.0,976.7233402602653,0.0,2000,2000
472,2158.6773527233613,500.0,0.0,976.7248775667713,0.0,2000,2000
473,2159.6540791077937,500.0,0.0,976.7263844325688,0.0,2000,2000
474,2160.630806969254,500.0,0.0,976.7278614604244,0.0,2000,2000
475,2161.6075362784954,500.0,0.0,976.729309241169,0.0,2000,2000
476,2162.5842670068496,500.0,0.0,976.730728353934,0.0,2000,2000
477,2163.560999126216,500.0,0.0,976.7321193663835,0.0,2000,2000
478,2164.5377326090506,500.0,0.0,976.733482834941,0.0,2000,2000
479,2165.5144674283556,500.0,0.0,976.7348193050123,0.0,2000,2000
480,2166.4912035576667,500.0,0.0,976.736129311203,0.0,2000,2000
481,2167.4679409710443,500.0,0.0,976.7374133775331,0.0,2000,2000
482,2168.444679643062,500.0,0.0,976.7386720176464,0.0,2000,2000
483,2169.421419548797,500.0,0.0,976.7399057350157,0.0,2000,2000
484,2170.3981606638204,500.0,0.0,976.7411150231442,0.0,2000,2000
485,2171.3749029641863,500.0,0.0,976.7423003657634,0.0,2000,2000
486,2172.3516464264235,500.0,0.0,976.7434622370262,0.0,2000,2000
487,2173.328391027525,500.0,0.0,976.7446011016965,0.0,2000,2000
488,2174.3051367449402,500.0,0.0,976.7457174153354,0.0,2000,2000
489,2175.281883556565,500.0,0.0,976.7468116244834,0.0,2000,2000
490,2176.2586314407317,500.0,0.0,976.7478841668385,0.0,2000,2000
491,2177.235380376203,500.0,0.0,976.748935471432,0.0,2000,2000
492,2178.212130342162,500.0,0.0,976.7499659587999,0.0,2000,2000
493,2179.188881318203,500.0,0.0,976.7509760411507,0.0,2000,2000
494,2180.165633284326,500.0,0.0,976.7519661225309,0.0,2000,2000
495,2181.142386220925,500.0,0.0,976.7529365989863,0.0,2000,2000
496,2182.1191401087835,500.0,0.0,976.7538878587202,0.0,2000,2000
497,2183.0958949290657,500.0,0.0,976.7548202822494,0.0,2000,2000
498,2184.072650663308,500.0,0.0,976.7557342425557,0.0,2000,2000
499,2185.0494072934134,500.0,0.0,976.7566301052354,0.0,2000,2000
500,2186.026164801642,500.0,0.0,976.7575082286455,0.0,2000,2000
501,2187.002923170606,500.0,0.0,976.7583689640471,0.0,2000,2000
502,2187.979682383262,500.0,0.0,976.7592126557458,0.0,2000,2000
503,2188.9564424229034,500.0,0.0,976.7600396412296,0.0,2000,2000
504,2189.9332032731545,500.0,0.0,976.7608502513036,0.0,2000,2000
505,2190.9099649179648,500.0,0.0,976.7616448102227,0.0,2000,2000
506,2191.886727341601,500.0,0.0,976.762423635821,0.0,2000,2000
507,2192.8634905286403,500.0,0.0,976.7631870396393,0.0,2000,2000
508,2193.8402544639675,500.0,0.0,976.7639353270491,0.0,2000,2000
509,2194.817019132765,500.0,0.0,976.7646687973755,0.0,2000,2000
510,2195.793784520509,500.0,0.0,976.7653877440164,0.0,2000,2000
511,2196.7705506129632,500.0,0.0,976.76609245456,0.0,2000,2000
512,2197.747317396174,500.0,0.0,976.7667832108998,0.0,2000,2000
513,2198.7240848564634,500.0,0.0,976.7674602893477,0.0,2000,2000
514,2199.7008529804243,500.0,0.0,976.768123960744,0.0,2000,2000
515,2200.677621754915,500.0,0.0,976.7687744905662,0.0,2000,2000
516,2201.654391167054,500.0,0.0,976.7694121390349,0.0,2000,2000
517,2202.6311612042155,500.0,0.0,976.7700371612179,0.0,2000,2000
518,2203.607931854023,500.0,0.0,976.7706498071325,0.0,2000,2000
519,2204.5847031043445,500.0,0.0,976.7712503218452,0.0,2000,2000
520,2205.5614749432902,500.0,0.0,976.7718389455698,0.0,2000,2000
521,2206.538247359204,500.0,0.0,976.7724159137638,0.0,2000,2000
522,2207.515020340661,500.0,0.0,976.772981457222,0.0,2000,2000
523,2208.4917938764634,500.0,0.0,976.7735358021696,0.0,2000,2000
524,2209.4685679556337,500.0,0.0,976.7740791703517,0.0,2000,2000
525,2210.445342567413,500.0,0.0,976.7746117791229,0.0,2000,2000
526,2211.422117701254,500.0,0.0,976.7751338415338,0.0,2000,2000
527,2212.3988933468204,500.0,0.0,976.7756455664164,0.0,2000,2000
528,2213.375669493979,500.0,0.0,976.7761471584674,0.0,2000,2000
529,2214.352446132797,500.0,0.0,976.7766388183304,0.0,2000,2000
530,2215.3292232535396,500.0,0.0,976.7771207426758,0.0,2000,2000
531,2216.3060008466637,500.0,0.0,976.7775931242799,0.0,2000,2000
532,2217.2827789028156,500.0,0.0,976.7780561521014,0.0,2000,2000
533,2218.259557412827,500.0,0.0,976.7785100113578,0.0,2000,2000
534,2219.2363363677105,500.0,0.0,976.7789548835987,0.0,2000,2000
535,2220.2131157586573,500.0,0.0,976.779390946779,0.0,2000,2000
536,2221.1898955770325,500.0,0.0,976.7798183753299,0.0,2000,2000
537,2222.166675814373,500.0,0.0,976.7802373402284,0.0,2000,2000
538,2223.143456462382,500.0,0.0,976.780648009066,0.0,2000,2000
539,2224.120237512928,500.0,0.0,976.7810505461158,0.0,2000,2000
540,2225.0970189580403,500.0,0.0,976.781445112398,0.0,2000,2000
541,2226.073800789906,500.0,0.0,976.7818318657444,0.0,2000,2000
542,2227.0505830008665,500.0,0.0,976.7822109608613,0.0,2000,2000
543,2228.0273655834158,500.0,0.0,976.782582549392,0.0,2000,2000
544,2229.004148530196,500.0,0.0,976.7829467799769,0.0,2000,2000
545,2229.980931833994,500.0,0.0,976.783303798313,0.0,2000,2000
546,2230.957715487741,500.0,0.0,976.7836537472124,0.0,2000,2000
547,2231.934499484508,500.0,0.0,976.7839967666592,0.0,2000,2000
548,2232.9112838175015,500.0,0.0,976.784332993866,0.0,2000,2000
549,2233.8880684800647,500.0,0.0,976.784662563328,0.0,2000,2000
550,2234.864853465672,500.0,0.0,976.7849856068774,0.0,2000,2000
551,2235.8416387679254,500.0,0.0,976.785302253736,0.0,2000,2000
552,2236.818424380556,500.0,0.0,976.7856126305666,0.0,2000,2000
553,2237.7952102974173,500.0,0.0,976.7859168615241,0.0,2000,2000
554,2238.7719965124857,500.0,0.0,976.7862150683052,0.0,2000,2000
555,2239.7487830198556,500.0,0.0,976.7865073701963,0.0,2000,2000
556,2240.7255698137396,500.0,0.0,976.7867938841222,0.0,2000,2000
557,2241.7023568884642,500.0,0.0,976.7870747246923,0.0,2000,2000
558,2242.6791442384683,500.0,0.0,976.7873500042465,0.0,2000,2000
559,2243.6559318583013,500.0,0.0,976.7876198329003,0.0,2000,2000
560,2244.63271974262,500.0,0.0,976.7878843185888,0.0,2000,2000
561,2245.609507886187,500.0,0.0,976.7881435671097,0.0,2000,2000
562,2246.586296283869,500.0,0.0,976.788397682166,0.0,2000,2000
563,2247.5630849306344,500.0,0.0,976.788646765407,0.0,2000,2000
564,2248.539873821551,500.0,0.0,976.7888909164693,0.0,2000,2000
565,2249.516662951784,500.0,0.0,976.7891302330167,0.0,2000,2000
566,2250.493452316595,500.0,0.0,976.789364810779,0.0,2000,2000
567,2251.4702419113382,500.0,0.0,976.7895947435904,0.0,2000,2000
568,2252.4470317314617,500.0,0.0,976.7898201234271,0.0,2000,2000
569,2253.4238217725024,500.0,0.0,976.7900410404441,0.0,2000,2000
570,2254.4006120300855,500.0,0.0,976.790257583011,0.0,2000,2000
571,2255.3774024999234,500.0,0.0,976.7904698377478,0.0,2000,2000
572,2256.354193177813,500.0,0.0,976.7906778895592,0.0,2000,2000
573,2257.330984059635,500.0,0.0,976.7908818216687,0.0,2000,2000
574,2258.3077751413507,500.0,0.0,976.7910817156519,0.0,2000,2000
575,2259.284566419002,500.0,0.0,976.791277651469,0.0,2000,2000
576,2260.26135788871,500.0,0.0,976.7914697074971,0.0,2000,2000
577,2261.2381495466702,500.0,0.0,976.7916579605609,0.0,2000,2000
578,2262.214941389156,500.0,0.0,976.7918424859643,0.0,2000,2000
579,2263.1917334125137,500.0,0.0,976.7920233575198,0.0,2000,2000
580,2264.1685256131614,500.0,0.0,976.7922006475787,0.0,2000,2000
581,2265.1453179875884,500.0,0.0,976.7923744270593,0.0,2000,2000
582,2266.122110532354,500.0,0.0,976.7925447654754,0.0,2000,2000
583,2267.098903244085,500.0,0.0,976.792711730965,0.0,2000,2000
584,2268.075696119475,500.0,0.0,976.7928753903165,0.0,2000,2000
585,2269.052489155284,500.0,0.0,976.7930358089956,0.0,2000,2000
586,2270.029282348335,500.0,0.0,976.793193051172,0.0,2000,2000
587,2271.006075695515,500.0,0.0,976.7933471797447,0.0,2000,2000
588,2271.9828691937714,500.0,0.0,976.7934982563672,0.0,2000,2000
589,2272.9596628401127,500.0,0.0,976.7936463414721,0.0,2000,2000
590,2273.936456631607,500.0,0.0,976.7937914942955,0.0,2000,2000
591,2274.91325056538,500.0,0.0,976.7939337729005,0.0,2000,2000
592,2275.890044638614,500.0,0.0,976.7940732342003,0.0,2000,2000
593,2276.866838848548,500.0,0.0,976.7942099339813,0.0,2000,2000
594,2277.843633192475,500.0,0.0,976.7943439269253,0.0,2000,2000
595,2278.8204276677416,500.0,0.0,976.7944752666313,0.0,2000,2000
596,2279.797222271747,500.0,0.0,976.7946040056368,0.0,2000,2000
597,2280.7740170019424,500.0,0.0,976.7947301954392,0.0,2000,2000
598,2281.750811855829,500.0,0.0,976.7948538865162,0.0,2000,2000
599,2282.7276068309575,500.0,0.0,976.7949751283456,0.0,2000,2000
600,2283.704401924927,500.0,0.0,976.795093969426,0.0,2000,2000
601,2284.681197135384,500.0,0.0,976.7952104572954,0.0,2000,2000
602,2285.657992460023,500.0,0.0,976.7953246385504,0.0,2000,2000
603,2286.6347878965817,500.0,0.0,976.795436558865,0.0,2000,2000
604,2287.6115834428447,500.0,0.0,976.795546263009,0.0,2000,2000
605,2288.5883790966395,500.0,0.0,976.7956537948653,0.0,2000,2000
